,Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
472,UCAD,60,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en géographie, spécialité décentralisation et gestion des collectivités locales",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Décentralisation et Gestion des Collectivités Locales,
473,UCAD,58,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en géographie, spécialité transport, option Management de la Mobilité urbaine, Exploitation des Transports terrestres et Intermodalité",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Transport,"Management de la Mobilité urbaine, Exploitation des Transports terrestres et Intermodalité"
474,UCAD,99,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'Homme et de la société ,mention information et communication, spécialité métiers du livre et de l'édition",Sciences de l’Homme et de la société,Information et communication,métiers du livre et de l'édition,
475,UCAD,98,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences de l'Homme et de la société, mention information et communication,spécialité communication, option communication et management social",Sciences de l’Homme et de la société,Information et communication,Communication,Communication et management social
476,UCAD,93,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'Homme et de la société,mention histoire, spécialité gestion des patrimoines",Sciences de l’Homme et de la société,Histoire,Gestion des patrimoines,
477,UCAD,89,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences de l'homme et de la socité, mention géographie, spécialité aménagement et gestion des territoires",Sciences de l’Homme et de la société,Géographie,Géographie physique,Aménagement et Gestion des territoires
478,UCAD,655,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'homme et de la société, mention géographie, spécialité Aménagement et gestion des territoires",Sciences de l’Homme et de la société,Géographie,Aménagement et gestion des territoires,
479,UCAD,101,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'homme et de la société,mention sociologie,spécialité criminologie",Sciences de l’Homme et de la société,Sociologie,Criminologie,Criminologie
480,UCAD,59,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences sociales et humaines, spécialité développement communautaire",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Développement communautaire,
481,UCAD,72,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Histoire Géographie, Spécialité : enseignement",Sciences de l’Homme et de la société,Histoire et Géographie,Enseignement,
482,UCAD,75,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Philosophie, Spécialité : enseignement",Sciences de l’Homme et de la société,Philosophie,Enseignement,
483,UCAD,65,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité aménagement urbain, maitrise d'ouvrage",Sciences de l’Homme et de la société,Gouvernace et Aménagement,"Aménagement Urbain, Maîtrise d'Ouvrage",
484,UCAD,66,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité animation du développement",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Animation du Développement,
485,UCAD,64,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité développement territorial",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Développement territorial et décentralisation,
486,UCAD,67,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité pastoralisme",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Pastoralisme,
487,UCAD,68,Diplôme de Master,Mixte,Hybride,Mixte,"Master en géographie, spécialité transport",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Transport,
488,UCAD,91,Diplôme de Master,Non déterminée,Présentielle,Payante,Master en migrations Internationales et Relations Interculturelles  (MIRI),Sciences de l’Homme et de la société,Géographie Humaine,Migrations et Relations Interculturelles,
489,UCAD,90,Diplôme de Master,Continue,Présentielle,Payante,"Master en science de l'Homme et de la société,mention géographie, spécialité géographie,option  gestion intégré et développement durable du littoral Ouest-africain",Sciences de l’Homme et de la société,Géographie,Géographie,Gestion intégrée du littoral
490,UCAD,578,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention histoire, spécialité Histoire moderne et comptemporaine option : histoire des relations internationnales et stratégiques",Sciences de l’Homme et de la société,Histoire,Histoire moderne et  comptemporaine,Histoire des relations internationales et stratégiques
491,UCAD,679,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité esthétique",Sciences de l’Homme et de la société,Philosophie,Esthétique,
492,UCAD,676,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité logique",Sciences de l’Homme et de la société,Philosophie,Logique,
493,UCAD,680,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie africaine",Sciences de l’Homme et de la société,Philosophie,Philosophie africaine,
494,UCAD,674,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie ancienne et médiavale",Sciences de l’Homme et de la société,Philosophie,Philosophie ancienne et médiévale,
495,UCAD,682,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie de l'éducation",Sciences de l’Homme et de la société,Philosophie,Philosophie de l'éducation,
496,UCAD,683,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie de la communication",Sciences de l’Homme et de la société,Philosophie,Philosophie de la communication,
497,UCAD,675,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie moderne et contemporaine",Sciences de l’Homme et de la société,Philosophie,Philosophie moderne et contemporaine,
498,UCAD,678,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie morale, éthique et politique",Sciences de l’Homme et de la société,Philosophie,Philosophie morale éthique et politique,
499,UCAD,681,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité psychologie",Sciences de l’Homme et de la société,Philosophie,Psychologie,
500,UCAD,677,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité épistémologie",Sciences de l’Homme et de la société,Philosophie,Épistémologie,
501,UCAD,669,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de l'environnement",Sciences de l’Homme et de la société,Sociologie,Sociologie de l’environnement,
502,UCAD,671,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de la culture",Sciences de l’Homme et de la société,Sociologie,Sociologie de la culture,
503,UCAD,667,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de la famille et du genre",Sciences de l’Homme et de la société,Sociologie,Sociologie de la famille et du genre,
504,UCAD,673,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de la santé",Sciences de l’Homme et de la société,Sociologie,Sociologie de la santé,
505,UCAD,670,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie des religions",Sciences de l’Homme et de la société,Sociologie,Sociologie des religions,
506,UCAD,666,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie du travail, des organisations et de l'emploi",Sciences de l’Homme et de la société,Sociologie,Sociologie du travail et des organisations et de l'emploi,
507,UCAD,672,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie et anthropologie",Sciences de l’Homme et de la société,Sociologie,Sociologie et anthropologie,
508,UCAD,668,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie politique",Sciences de l’Homme et de la société,Sociologie,Sociologie politique,
509,UCAD,664,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie rurale",Sciences de l’Homme et de la société,Sociologie,Sociologie rurale,
510,UCAD,665,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie urbaine",Sciences de l’Homme et de la société,Sociologie,Sociologie urbaine,
511,UCAD,96,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire ,spécialité histoire moderne et comptemporaine option : Histoire des modernités africaines",Sciences de l’Homme et de la société,Histoire,Histoire moderne et  comptemporaine,Histoire des modernités africaines
512,UCAD,94,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire, spécialité histoire ancienne",Sciences de l’Homme et de la société,Histoire,Histoire ancienne,
513,UCAD,95,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire, spécialité histoire médiévale",Sciences de l’Homme et de la société,Histoire,Histoire médiévale,
514,UCAD,97,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire, spécialité préhistoire et archéologie",Sciences de l’Homme et de la société,Histoire,Préhistoire et Achéologie,
515,UCAD,688,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Aménagement du territoire,Décentralisation et Développement Loca",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,"Migrations,Développement et Relations Interculturelles"
516,UCAD,687,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Aménagement du territoire,Décentralisation et Développement Local",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,"Aménagement du territoire,Décentralisation et Développement Local"
517,UCAD,685,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Aménagement et gestion urbaine en Afrique",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,Aménagement et gestion urbaine en Afrique
518,UCAD,686,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Environnement,Territoires,Populations et Santé",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,"Environnement,Territoires,Populations et Santé"
519,UCAD,693,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Biogéographie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Biogéographie
520,UCAD,694,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Climatologie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Climatologie
521,UCAD,697,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Gestion intégrée et développement durable du littoral",Sciences de l’Homme et de la société,Géographie,Géographie physique,Gestion Intégrée et Développement durable du Littoral
522,UCAD,695,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Géomorphologie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Géomorphologie
523,UCAD,696,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Hydrologie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Hydrologie
524,UCAD,716,Diplôme de Master,Mixte,Présentielle,Payante,Master professionnel Gouvernance territoriale et politiques publiques spécialité Gouvernance des services publics,Sciences de l’Homme et de la société,Gouvernace et politiques publiques,Gouvernance des services publics,
525,UCAD,717,Diplôme de Master,Mixte,Présentielle,Payante,Master professionnel Gouvernance territoriale et politiques publiques spécialité Gouvernance environnementale et gestion des risques,Sciences de l’Homme et de la société,Gouvernace et politiques publiques,Gouvernance environnementale et gestion des risques,
526,UCAD,577,Diplôme de Master,Continue,Présentielle,Payante,"Master professionnel en géographie, spécialité aménagement et gestion des territoires,option Aménagement et Gestion des territoires",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,Aménagement et Gestion des territoires
527,UCAD,77,Diplôme de Master,Continue,Hybride,Payante,"Master professionnel en psychologie, spécialité psychologie des organisations",Sciences de l’Homme et de la société,Psychologie,Psychologie des organisations,
528,UCAD,281,Certificat d'Aptitude a l'Enseignement,Initiale,Présentielle,Mixte,"Certificat d'Aptitude à l'Enseignement secondaire technique et professionnel (CAESTP), mention sciences et techniques de l'administration",Sciences Economiques et de Gestion,Sciences et techniques de l'administration,Formation professionnelle et technique,Techniques administratives et de secrétariat
529,UCAD,282,Certificat d'Aptitude a l'Enseignement,Initiale,Présentielle,Mixte,"Certificat d'Aptitude à l'Enseignement secondaire technique et professionnel (CAESTP), mention sciences et technologies d'économie et de gestion",Sciences Economiques et de Gestion,Sciences et technologies d'économies et de gestion,Formation professionnelle et technique,"Sciences et techniques économiques, Techniques quantitatives de gestion, Informatique de gestion, Marketing et Management des Organisations"
530,UCAD,196,Diplôme d'Études,Non déterminée,Présentielle,Non déterminée,"Diplôme  d'études supérieur en sciences de gestion, spécialité Ccommerce, administration et finances",Sciences Economiques et de Gestion,Sciences de Gestion,"Ccommerce, administration et finances",
531,UCAD,197,Autre,Non déterminée,Présentielle,Non déterminée,"Diplôme  d'études supérieur en sciences de gestion, spécialité comptabilité et gestion",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité et Gestion,
532,UCAD,289,Diplôme d'Ingénieur,Mixte,Hybride,Mixte,"Diplôme d'ingénieur technologue, spécialité planification économique",Sciences Economiques et de Gestion,Sciences Economiques,Planification économique,
533,UCAD,284,Diplôme de Technicien Supérieur,Mixte,Hybride,Payante,"Diplôme de technicien supérieur en sciences de gestion, spécialité création d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Création d'Entreprise et Gestion de Projets,
534,UCAD,285,Diplôme de Technicien Supérieur,Mixte,Hybride,Payante,"Diplôme de technicien supérieur en sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,
535,UCAD,199,Diplôme Universitaire,Initiale,Présentielle,Mixte,"Diplôme universitaire en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des entreprises,
536,UCAD,283,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme universitaire en sciences de gestion, spécialité administration et management",Sciences Economiques et de Gestion,Sciences de Gestion,"Administration, et management des activités physiques, sportives et des loisirs",Management des APS et des loisirs
537,UCAD,201,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,Diplôme unversitaire de Technologies en  sciences de gestion,Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
538,UCAD,200,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme unversitaire de Technologies en  sciences de gestion, spécialité finance et comptabilité",Sciences Economiques et de Gestion,Sciences de Gestion,Financce et Comptabilité,
539,UCAD,202,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme unversitaire de Technologies en  sciences de gestion, spécialité techniques de commercialisation",Sciences Economiques et de Gestion,Sciences de Gestion,Techniques de Commercialisation,
540,UCAD,21,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des entreprises,
541,UCAD,22,Diplôme de Licence,Continue,Présentielle,Mixte,"Licence en Sciences Economiques et de gestion, mention sciences de gestion, spécialité logistique et distribution",Sciences Economiques et de Gestion,Sciences de Gestion,Logistique et distribution,
542,UCAD,23,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence en Sciences Economiques et de gestion, mention sciences de gestion, spécialité management des établissements de santé",Sciences Economiques et de Gestion,Sciences de Gestion,Management des établissements de santé,
543,UCAD,575,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence en sciences économiques et de gestion, mention Sciences de Gestion, spécialité comptabilité",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité,
544,UCAD,597,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence en sciences économiques et de gestion, mention Sciences de Gestion, spécialité marketing, option Marketing et communication",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Marketing et communication
545,UCAD,579,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence en sciences économiques et de gestion, mention Sciences de Gestion, spécialité marketing, option Marketing et gestion commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Marketing et gestion commerciale
546,UCAD,576,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence profesionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité Comptabilité",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité,
547,UCAD,205,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en Sciences de gestion, spécialité administration et des activités physiques et sportives",Sciences Economiques et de Gestion,Sciences de Gestion,Administration et management des activités physiques et sportives,
548,UCAD,203,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence professionnelle en Sciences de gestion, spécialité banque assurance",Sciences Economiques et de Gestion,Sciences de Gestion,Banque Assurance,
549,UCAD,204,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence professionnelle en Sciences de gestion, spécialité commerce international",Sciences Economiques et de Gestion,Sciences de Gestion,Commerce international,
550,UCAD,220,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence professionnelle en Sciences de gestion, spécialité sciences et techniques de l'administration, option secrétariat et assistanat de direction",Sciences Economiques et de Gestion,Sciences de Gestion,Sciences et techniques de l'administration,
551,UCAD,286,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences de gestion, spécialité création d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Création d'Entreprise et Gestion de Projets,
552,UCAD,287,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,
553,UCAD,212,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité  Gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Ressources Humaines,
554,UCAD,217,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité Gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,e-business
555,UCAD,221,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité banque et institutions financiéres",Sciences Economiques et de Gestion,Sciences de Gestion,Banque et Institutions financiéres,
556,UCAD,210,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité banque, finance, assurance",Sciences Economiques et de Gestion,Sciences de Gestion,Banque Finance Assurance,
557,UCAD,222,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité création d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Sociologie des organisations,
558,UCAD,223,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,
559,UCAD,224,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion, Gestion des ressources humaines,
560,UCAD,213,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité gestion hôtelière et touristique",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion hôtelière et touristique,
561,UCAD,214,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,
562,UCAD,218,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option Gestion hôtelière et touristique",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Gestion hôtelière et touristique
563,UCAD,215,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option actions commerciales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Actions commerciales
564,UCAD,216,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Affaires internationales
565,UCAD,226,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option communication",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Communication
566,UCAD,211,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option e-business",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion de projets,
567,UCAD,225,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option gestion commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Gestion commerciale
568,UCAD,209,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité techniques comptables et financières",Sciences Economiques et de Gestion,Sciences de Gestion,Techniques comptables et financières,
569,UCAD,258,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en sciences économiques, spécialité analyse économique et politique économiques, option analyses statistique, économique et financière",Sciences Economiques et de Gestion,Sciences Economiques,Analyse et politique économiques,"Analyses statistique, économique et financière"
570,UCAD,259,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques, spécialité analyse économique et politique économiques, option banque assurance",Sciences Economiques et de Gestion,Sciences Economiques,Analyse et politique économiques,Banque Assurance
571,UCAD,290,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences économiques, spécialité statistiques agricoles, évaluation des politiques liées aux changements climatiques",Sciences Economiques et de Gestion,Sciences Economiques,"Statistiques agricoles, Evaluation des politiques liées aux changements climatiques",
572,UCAD,794,Diplôme de Master,Continue,Présentielle,Payante,Master  en Gestion des Finances Publiques,Sciences Economiques et de Gestion,Sciences Economiques,Finance,
573,UCAD,277,Diplôme de Master,Continue,Présentielle,Payante,"Master en  sciences économiques et de gestion, mention Sciences économiques, spécialité gestion des finances publiques",Sciences Economiques et de Gestion,Sciences Economiques,Gestion des Finances publiques,
574,UCAD,240,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention  sciences de gestion, spécialité  Contrôle de gestion et système d'information",Sciences Economiques et de Gestion,Sciences de Gestion,Contrôle de gestion et système d'information,
575,UCAD,241,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité  Entrepreneuriat et management de projet",Sciences Economiques et de Gestion,Sciences de Gestion,Entrepreneuriat et management de projet,
576,UCAD,239,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité comptabilité, contrôle, audit",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité -  Contrôle  - Audit,
577,UCAD,254,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,
578,UCAD,242,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité fiscalité et gestion des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Fiscalité et Gestion des Entreprises,
579,UCAD,288,Diplôme de Master,Mixte,Hybride,Payante,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion de projets, suivi-évaluation",Sciences Economiques et de Gestion,Sciences de Gestion,"Gestion de Projet, Suivi-Evaluation",
580,UCAD,244,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des institutions financière, option Assurance",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Institutions Financières,Assurance
581,UCAD,243,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des institutions financière, option Banque",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Institutions Financières,Banque
582,UCAD,245,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Ressources Humaines,
583,UCAD,248,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option  management des affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Management des Affaires internationales
584,UCAD,249,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option Management des projets Hoteliiers et Touristique",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Management des projets Hoteliiers et Touristique
585,UCAD,246,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option commerce et affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Commerce et Affaires internationales
586,UCAD,247,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option gestion  commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Gestion commerciale
587,UCAD,228,Diplôme de Master,Mixte,Hybride,Payante,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité économie sociale solidaire, gestion des coopératives, entrepreunariat social",Sciences Economiques et de Gestion,Sciences de Gestion,"Economie Sociale et Solidaire, Gestion des coopératives, Entrepreunariat social",
588,UCAD,753,Diplôme de Master,Initiale,Présentielle,Payante,Master en Sciences et Techniques de Gestion Spécialité Contrôle de Gestion Option Audit Organisationnelle,Sciences Economiques et de Gestion,Sciences et Techniques de Gestion,Contrôle de Gestion,Audit Organisationnelle
589,UCAD,238,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, parcours recherche",Sciences Economiques et de Gestion,Sciences de Gestion,Master recherche,
590,UCAD,251,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité Audit et contrôle de gestion",Sciences Economiques et de Gestion,Sciences de Gestion,Audit et contrôle de gestion,
591,UCAD,250,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité administration des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Administration des entreprises,
