Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
UCAD,58,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en géographie, spécialité transport, option Management de la Mobilité urbaine, Exploitation des Transports terrestres et Intermodalité",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Transport,"Management de la Mobilité urbaine, Exploitation des Transports terrestres et Intermodalité"
UCAD,99,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'Homme et de la société ,mention information et communication, spécialité métiers du livre et de l'édition",Sciences de l’Homme et de la société,Information et communication,métiers du livre et de l'édition,aucune
UCAD,98,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences de l'Homme et de la société, mention information et communication,spécialité communication, option communication et management social",Sciences de l’Homme et de la société,Information et communication,Communication,Communication et management social
UCAD,93,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'Homme et de la société,mention histoire, spécialité gestion des patrimoines",Sciences de l’Homme et de la société,Histoire,Gestion des patrimoines,aucune
UCAD,89,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences de l'homme et de la socité, mention géographie, spécialité aménagement et gestion des territoires",Sciences de l’Homme et de la société,Géographie,Géographie physique,Aménagement et Gestion des territoires
UCAD,655,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'homme et de la société, mention géographie, spécialité Aménagement et gestion des territoires",Sciences de l’Homme et de la société,Géographie,Aménagement et gestion des territoires,aucune
UCAD,101,Diplôme de Licence,Continue,Présentielle,Payante,"Licence professionnelle en sciences de l'homme et de la société,mention sociologie,spécialité criminologie",Sciences de l’Homme et de la société,Sociologie,Criminologie,Criminologie
UCAD,59,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences sociales et humaines, spécialité développement communautaire",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Développement communautaire,aucune
UCAD,72,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Histoire Géographie, Spécialité : enseignement",Sciences de l’Homme et de la société,Histoire et Géographie,Enseignement,aucune
UCAD,75,Diplôme de Master,Mixte,Hybride,Non Payante,"Master en Philosophie, Spécialité : enseignement",Sciences de l’Homme et de la société,Philosophie,Enseignement,aucune
UCAD,65,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité aménagement urbain, maitrise d'ouvrage",Sciences de l’Homme et de la société,Gouvernace et Aménagement,"Aménagement Urbain, Maîtrise d'Ouvrage",aucune
UCAD,66,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité animation du développement",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Animation du Développement,aucune
UCAD,64,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité développement territorial",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Développement territorial et décentralisation,aucune
UCAD,67,Diplôme de Master,Mixte,Hybride,Payante,"Master en géographie, spécialité pastoralisme",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Pastoralisme,aucune
UCAD,68,Diplôme de Master,Mixte,Hybride,Mixte,"Master en géographie, spécialité transport",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Transport,aucune
UCAD,91,Diplôme de Master,Non déterminée,Présentielle,Payante,Master en migrations Internationales et Relations Interculturelles  (MIRI),Sciences de l’Homme et de la société,Géographie Humaine,Migrations et Relations Interculturelles,aucune
UCAD,90,Diplôme de Master,Continue,Présentielle,Payante,"Master en science de l'Homme et de la société,mention géographie, spécialité géographie,option  gestion intégré et développement durable du littoral Ouest-africain",Sciences de l’Homme et de la société,Géographie,Géographie,Gestion intégrée du littoral
UCAD,578,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention histoire, spécialité Histoire moderne et comptemporaine option : histoire des relations internationnales et stratégiques",Sciences de l’Homme et de la société,Histoire,Histoire moderne et  comptemporaine,Histoire des relations internationales et stratégiques
UCAD,679,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité esthétique",Sciences de l’Homme et de la société,Philosophie,Esthétique,aucune
UCAD,676,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité logique",Sciences de l’Homme et de la société,Philosophie,Logique,aucune
UCAD,680,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie africaine",Sciences de l’Homme et de la société,Philosophie,Philosophie africaine,aucune
UCAD,674,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie ancienne et médiavale",Sciences de l’Homme et de la société,Philosophie,Philosophie ancienne et médiévale,aucune
UCAD,682,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie de l'éducation",Sciences de l’Homme et de la société,Philosophie,Philosophie de l'éducation,aucune
UCAD,683,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie de la communication",Sciences de l’Homme et de la société,Philosophie,Philosophie de la communication,aucune
UCAD,675,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie moderne et contemporaine",Sciences de l’Homme et de la société,Philosophie,Philosophie moderne et contemporaine,aucune
UCAD,678,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité philosophie morale, éthique et politique",Sciences de l’Homme et de la société,Philosophie,Philosophie morale éthique et politique,aucune
UCAD,681,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité psychologie",Sciences de l’Homme et de la société,Philosophie,Psychologie,aucune
UCAD,677,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention philisophie, spécialité épistémologie",Sciences de l’Homme et de la société,Philosophie,Épistémologie,aucune
UCAD,669,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de l'environnement",Sciences de l’Homme et de la société,Sociologie,Sociologie de l’environnement,aucune
UCAD,671,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de la culture",Sciences de l’Homme et de la société,Sociologie,Sociologie de la culture,aucune
UCAD,667,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de la famille et du genre",Sciences de l’Homme et de la société,Sociologie,Sociologie de la famille et du genre,aucune
UCAD,673,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie de la santé",Sciences de l’Homme et de la société,Sociologie,Sociologie de la santé,aucune
UCAD,670,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie des religions",Sciences de l’Homme et de la société,Sociologie,Sociologie des religions,aucune
UCAD,666,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie du travail, des organisations et de l'emploi",Sciences de l’Homme et de la société,Sociologie,Sociologie du travail et des organisations et de l'emploi,aucune
UCAD,672,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie et anthropologie",Sciences de l’Homme et de la société,Sociologie,Sociologie et anthropologie,aucune
UCAD,668,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie politique",Sciences de l’Homme et de la société,Sociologie,Sociologie politique,aucune
UCAD,664,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie rurale",Sciences de l’Homme et de la société,Sociologie,Sociologie rurale,aucune
UCAD,665,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société, mention sociologie, spécialité sociologie urbaine",Sciences de l’Homme et de la société,Sociologie,Sociologie urbaine,aucune
UCAD,96,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire ,spécialité histoire moderne et comptemporaine option : Histoire des modernités africaines",Sciences de l’Homme et de la société,Histoire,Histoire moderne et  comptemporaine,Histoire des modernités africaines
UCAD,94,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire, spécialité histoire ancienne",Sciences de l’Homme et de la société,Histoire,Histoire ancienne,aucune
UCAD,95,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire, spécialité histoire médiévale",Sciences de l’Homme et de la société,Histoire,Histoire médiévale,aucune
UCAD,97,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'Homme et de la société,mention histoire, spécialité préhistoire et archéologie",Sciences de l’Homme et de la société,Histoire,Préhistoire et Achéologie,aucune
UCAD,688,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Aménagement du territoire,Décentralisation et Développement Loca",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,"Migrations,Développement et Relations Interculturelles"
UCAD,687,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Aménagement du territoire,Décentralisation et Développement Local",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,"Aménagement du territoire,Décentralisation et Développement Local"
UCAD,685,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Aménagement et gestion urbaine en Afrique",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,Aménagement et gestion urbaine en Afrique
UCAD,686,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie humaine, option Environnement,Territoires,Populations et Santé",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,"Environnement,Territoires,Populations et Santé"
UCAD,693,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Biogéographie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Biogéographie
UCAD,694,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Climatologie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Climatologie
UCAD,697,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Gestion intégrée et développement durable du littoral",Sciences de l’Homme et de la société,Géographie,Géographie physique,Gestion Intégrée et Développement durable du Littoral
UCAD,695,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Géomorphologie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Géomorphologie
UCAD,696,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences de l'homme et de la socité, mention géographie, spécialité géographie physique, option Hydrologie",Sciences de l’Homme et de la société,Géographie,Géographie physique,Hydrologie
UCAD,716,Diplôme de Master,Mixte,Présentielle,Payante,Master professionnel Gouvernance territoriale et politiques publiques spécialité Gouvernance des services publics,Sciences de l’Homme et de la société,Gouvernace et politiques publiques,Gouvernance des services publics,aucune
UCAD,717,Diplôme de Master,Mixte,Présentielle,Payante,Master professionnel Gouvernance territoriale et politiques publiques spécialité Gouvernance environnementale et gestion des risques,Sciences de l’Homme et de la société,Gouvernace et politiques publiques,Gouvernance environnementale et gestion des risques,aucune
UCAD,577,Diplôme de Master,Continue,Présentielle,Payante,"Master professionnel en géographie, spécialité aménagement et gestion des territoires,option Aménagement et Gestion des territoires",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,Aménagement et Gestion des territoires
UCAD,77,Diplôme de Master,Continue,Hybride,Payante,"Master professionnel en psychologie, spécialité psychologie des organisations",Sciences de l’Homme et de la société,Psychologie,Psychologie des organisations,aucune
UCAD,281,Certificat d'Aptitude a l'Enseignement,Initiale,Présentielle,Mixte,"Certificat d'Aptitude à l'Enseignement secondaire technique et professionnel (CAESTP), mention sciences et techniques de l'administration",Sciences Economiques et de Gestion,Sciences et techniques de l'administration,Formation professionnelle et technique,Techniques administratives et de secrétariat
UCAD,282,Certificat d'Aptitude a l'Enseignement,Initiale,Présentielle,Mixte,"Certificat d'Aptitude à l'Enseignement secondaire technique et professionnel (CAESTP), mention sciences et technologies d'économie et de gestion",Sciences Economiques et de Gestion,Sciences et technologies d'économies et de gestion,Formation professionnelle et technique,"Sciences et techniques économiques, Techniques quantitatives de gestion, Informatique de gestion, Marketing et Management des Organisations"
UCAD,196,Diplôme d'Études,Non déterminée,Présentielle,Non déterminée,"Diplôme  d'études supérieur en sciences de gestion, spécialité Ccommerce, administration et finances",Sciences Economiques et de Gestion,Sciences de Gestion,"Ccommerce, administration et finances",aucune
UCAD,197,Autre,Non déterminée,Présentielle,Non déterminée,"Diplôme  d'études supérieur en sciences de gestion, spécialité comptabilité et gestion",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité et Gestion,aucune
UCAD,289,Diplôme d'Ingénieur,Mixte,Hybride,Mixte,"Diplôme d'ingénieur technologue, spécialité planification économique",Sciences Economiques et de Gestion,Sciences Economiques,Planification économique,aucune
UCAD,284,Diplôme de Technicien Supérieur,Mixte,Hybride,Payante,"Diplôme de technicien supérieur en sciences de gestion, spécialité création d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Création d'Entreprise et Gestion de Projets,aucune
UCAD,285,Diplôme de Technicien Supérieur,Mixte,Hybride,Payante,"Diplôme de technicien supérieur en sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,aucune
UCAD,199,Diplôme Universitaire,Initiale,Présentielle,Mixte,"Diplôme universitaire en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des entreprises,aucune
UCAD,283,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme universitaire en sciences de gestion, spécialité administration et management",Sciences Economiques et de Gestion,Sciences de Gestion,"Administration, et management des activités physiques, sportives et des loisirs",Management des APS et des loisirs
UCAD,201,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,Diplôme unversitaire de Technologies en  sciences de gestion,Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,aucune
UCAD,200,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme unversitaire de Technologies en  sciences de gestion, spécialité finance et comptabilité",Sciences Economiques et de Gestion,Sciences de Gestion,Financce et Comptabilité,aucune
UCAD,202,Diplôme Universitaire,Non déterminée,Présentielle,Non déterminée,"Diplôme unversitaire de Technologies en  sciences de gestion, spécialité techniques de commercialisation",Sciences Economiques et de Gestion,Sciences de Gestion,Techniques de Commercialisation,aucune
UCAD,21,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des entreprises,aucune
UCAD,22,Diplôme de Licence,Continue,Présentielle,Mixte,"Licence en Sciences Economiques et de gestion, mention sciences de gestion, spécialité logistique et distribution",Sciences Economiques et de Gestion,Sciences de Gestion,Logistique et distribution,aucune
UCAD,23,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence en Sciences Economiques et de gestion, mention sciences de gestion, spécialité management des établissements de santé",Sciences Economiques et de Gestion,Sciences de Gestion,Management des établissements de santé,aucune
UCAD,575,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence en sciences économiques et de gestion, mention Sciences de Gestion, spécialité comptabilité",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité,aucune
UCAD,597,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence en sciences économiques et de gestion, mention Sciences de Gestion, spécialité marketing, option Marketing et communication",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Marketing et communication
UCAD,579,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence en sciences économiques et de gestion, mention Sciences de Gestion, spécialité marketing, option Marketing et gestion commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Marketing et gestion commerciale
UCAD,576,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence profesionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité Comptabilité",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité,aucune
UCAD,205,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en Sciences de gestion, spécialité administration et des activités physiques et sportives",Sciences Economiques et de Gestion,Sciences de Gestion,Administration et management des activités physiques et sportives,aucune
UCAD,203,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence professionnelle en Sciences de gestion, spécialité banque assurance",Sciences Economiques et de Gestion,Sciences de Gestion,Banque Assurance,aucune
UCAD,204,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence professionnelle en Sciences de gestion, spécialité commerce international",Sciences Economiques et de Gestion,Sciences de Gestion,Commerce international,aucune
UCAD,220,Diplôme de Licence,Initiale,Hybride,Mixte,"Licence professionnelle en Sciences de gestion, spécialité sciences et techniques de l'administration, option secrétariat et assistanat de direction",Sciences Economiques et de Gestion,Sciences de Gestion,Sciences et techniques de l'administration,aucune
UCAD,286,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences de gestion, spécialité création d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Création d'Entreprise et Gestion de Projets,aucune
UCAD,287,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,aucune
UCAD,212,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité  Gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Ressources Humaines,aucune
UCAD,217,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité Gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,e-business
UCAD,221,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité banque et institutions financiéres",Sciences Economiques et de Gestion,Sciences de Gestion,Banque et Institutions financiéres,aucune
UCAD,210,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité banque, finance, assurance",Sciences Economiques et de Gestion,Sciences de Gestion,Banque Finance Assurance,aucune
UCAD,222,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité création d'entreprises et gestion de projets",Sciences Economiques et de Gestion,Sciences de Gestion,Sociologie des organisations,aucune
UCAD,223,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,aucune
UCAD,224,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion, Gestion des ressources humaines,aucune
UCAD,213,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité gestion hôtelière et touristique",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion hôtelière et touristique,aucune
UCAD,214,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,aucune
UCAD,218,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option Gestion hôtelière et touristique",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Gestion hôtelière et touristique
UCAD,215,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option actions commerciales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Actions commerciales
UCAD,216,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Affaires internationales
UCAD,226,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option communication",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Communication
UCAD,211,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option e-business",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion de projets,aucune
UCAD,225,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité marketing, option gestion commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Gestion commerciale
UCAD,209,Diplôme de Licence,Non déterminée,Présentielle,Non déterminée,"Licence professionnelle en sciences économiques et de gestion, mention sciences de gestion, spécialité techniques comptables et financières",Sciences Economiques et de Gestion,Sciences de Gestion,Techniques comptables et financières,aucune
UCAD,258,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en sciences économiques, spécialité analyse économique et politique économiques, option analyses statistique, économique et financière",Sciences Economiques et de Gestion,Sciences Economiques,Analyse et politique économiques,"Analyses statistique, économique et financière"
UCAD,259,Diplôme de Licence,Initiale,Présentielle,Payante,"Licence professionnelle en sciences économiques, spécialité analyse économique et politique économiques, option banque assurance",Sciences Economiques et de Gestion,Sciences Economiques,Analyse et politique économiques,Banque Assurance
UCAD,290,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en sciences économiques, spécialité statistiques agricoles, évaluation des politiques liées aux changements climatiques",Sciences Economiques et de Gestion,Sciences Economiques,"Statistiques agricoles, Evaluation des politiques liées aux changements climatiques",aucune
UCAD,794,Diplôme de Master,Continue,Présentielle,Payante,Master  en Gestion des Finances Publiques,Sciences Economiques et de Gestion,Sciences Economiques,Finance,aucune
UCAD,277,Diplôme de Master,Continue,Présentielle,Payante,"Master en  sciences économiques et de gestion, mention Sciences économiques, spécialité gestion des finances publiques",Sciences Economiques et de Gestion,Sciences Economiques,Gestion des Finances publiques,aucune
UCAD,240,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention  sciences de gestion, spécialité  Contrôle de gestion et système d'information",Sciences Economiques et de Gestion,Sciences de Gestion,Contrôle de gestion et système d'information,aucune
UCAD,241,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité  Entrepreneuriat et management de projet",Sciences Economiques et de Gestion,Sciences de Gestion,Entrepreneuriat et management de projet,aucune
UCAD,239,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité comptabilité, contrôle, audit",Sciences Economiques et de Gestion,Sciences de Gestion,Comptabilité -  Contrôle  - Audit,aucune
UCAD,254,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité finance",Sciences Economiques et de Gestion,Sciences de Gestion,Finance,aucune
UCAD,242,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité fiscalité et gestion des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Fiscalité et Gestion des Entreprises,aucune
UCAD,288,Diplôme de Master,Mixte,Hybride,Payante,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion de projets, suivi-évaluation",Sciences Economiques et de Gestion,Sciences de Gestion,"Gestion de Projet, Suivi-Evaluation",aucune
UCAD,244,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des institutions financière, option Assurance",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Institutions Financières,Assurance
UCAD,243,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des institutions financière, option Banque",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Institutions Financières,Banque
UCAD,245,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité gestion des ressources humaines",Sciences Economiques et de Gestion,Sciences de Gestion,Gestion des Ressources Humaines,aucune
UCAD,248,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option  management des affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Management des Affaires internationales
UCAD,249,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option Management des projets Hoteliiers et Touristique",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Management des projets Hoteliiers et Touristique
UCAD,246,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option commerce et affaires internationales",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Commerce et Affaires internationales
UCAD,247,Diplôme de Master,Non déterminée,Présentielle,Non déterminée,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité marketing, option gestion  commerciale",Sciences Economiques et de Gestion,Sciences de Gestion,Marketing,Gestion commerciale
UCAD,228,Diplôme de Master,Mixte,Hybride,Payante,"Master en Sciences Economiques et de gestion, mention sciences de gestion, spécialité économie sociale solidaire, gestion des coopératives, entrepreunariat social",Sciences Economiques et de Gestion,Sciences de Gestion,"Economie Sociale et Solidaire, Gestion des coopératives, Entrepreunariat social",aucune
UCAD,753,Diplôme de Master,Initiale,Présentielle,Payante,Master en Sciences et Techniques de Gestion Spécialité Contrôle de Gestion Option Audit Organisationnelle,Sciences Economiques et de Gestion,Sciences et Techniques de Gestion,Contrôle de Gestion,Audit Organisationnelle
UCAD,238,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, parcours recherche",Sciences Economiques et de Gestion,Sciences de Gestion,Master recherche,aucune
UCAD,251,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité Audit et contrôle de gestion",Sciences Economiques et de Gestion,Sciences de Gestion,Audit et contrôle de gestion,aucune
UCAD,250,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité administration des entreprises",Sciences Economiques et de Gestion,Sciences de Gestion,Administration des entreprises,aucune
UCAD,24,Diplôme de Master,Initiale,Hybride,Non Payante,"Master en sciences économiques et de gestion, mention Sciences de Gestion, spécialité audit",Sciences Economiques et de Gestion,Sciences de Gestion,Audit,aucune
